"ShortName","TeamAbbreviation","GamesPlayed","Minutes","PlusMinus","OffPoss","Points","FG2M","FG2A","Fg2Pct","FG3M","FG3A","Fg3Pct","NonHeaveFg3Pct","FtPoints","PtsAssisted2s","PtsUnassisted2s","PtsAssisted3s","PtsUnassisted3s","Assisted2sPct","NonPutbacksAssisted2sPct","Assisted3sPct","FG3APct","ShotQualityAvg","EfgPct","TsPct","PtsPutbacks","Fg2aBlocked","FG2APctBlocked","Fg3aBlocked","FG3APctBlocked"
"Kuzma, Avdija, Gill, Beal, Porzingis","WAS",1,2,-1,4,4,1,1,1,0,1,0,0,2,0,2,0,0,0,0,0,0.5,0.5002,0.5,0.6666666666666666,0,0,0,0,0
"Morris, Hachimura, Avdija, Gill, Goodwin","WAS",2,2,-4,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0.6666666666666666,0.49815000000000004,0,0,0,0,0,0,0
"Morris, Gafford, Goodwin, Gibson, Barton","WAS",1,2,-2,3,4,1,1,1,0,1,0,0,2,2,0,0,0,1,1,0,0.5,0.666725,0.5,0.75,0,0,0,0,0
"Gafford, Avdija, Gill, Goodwin, Gibson","WAS",1,2,3,3,6,0,1,0,2,2,1,1,0,0,0,6,0,0,0,1,0.6666666666666666,0.47598333333333337,1,1,0,0,0,0,0
"Nunn, Kispert, Huff, Davis, Cooks","WAS",1,2,-5,3,5,1,1,1,1,2,0.5,0.5,0,2,0,3,0,1,1,1,0.6666666666666666,0.4955833333333333,0.8333333333333334,0.8333333333333334,0,0,0,0,0
"Hachimura, Kispert, Beal, Barton, Porzingis","WAS",2,2,-5,4,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0.3333333333333333,0.47248333333333337,0,0.125,0,0,0,0,0
"Gafford, Avdija, Kispert, Goodwin, Gibson","WAS",1,2,-1,3,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.4544,0,0.3333333333333333,0,0,0,0,0
"Nunn, Gafford, Gill, Huff, Jackson","WAS",1,2,-3,2,4,2,3,0.6666666666666666,0,0,0,0,0,0,4,0,0,0,0,0,0,0.7070333333333334,0.6666666666666666,0.6666666666666666,2,1,0.3333333333333333,0,0
"Kuzma, Hachimura, Kispert, Goodwin, Porzingis","WAS",1,2,2,3,2,1,2,0.5,0,1,0,0,0,0,2,0,0,0,0,0,0.3333333333333333,0.48438333333333333,0.3333333333333333,0.3333333333333333,0,0,0,0,0
"Gafford, Avdija, Gill, Beal, Porzingis","WAS",1,2,-5,3,3,0,0,0,1,1,1,1,0,0,0,3,0,0,0,1,1,0.441,1.5,1.5,0,0,0,0,0
"Morris, Avdija, Goodwin, Barton, Porzingis","WAS",2,2,2,2,5,0,0,0,1,1,1,1,2,0,0,3,0,0,0,1,1,0.5436,1.5,1.25,0,0,0,0,0
"Todd, Gill, Goodwin, Davis, Jackson","WAS",1,2,3,4,7,2,2,1,1,2,0.5,0.5,0,2,2,3,0,0.5,0.5,1,0.5,0.55835,0.875,0.875,0,0,0,0,0
"Kuzma, Morris, Kispert, Gibson, Porzingis","WAS",1,1,-4,3,2,1,2,0.5,0,1,0,0,0,2,0,0,0,1,1,0,0.3333333333333333,0.45976666666666666,0.3333333333333333,0.3333333333333333,0,0,0,0,0
"Kuzma, Morris, Kispert, Barton, Porzingis","WAS",2,1,-1,3,2,1,2,0.5,0,1,0,0,0,2,0,0,0,1,1,0,0.3333333333333333,0.5983666666666666,0.3333333333333333,0.3333333333333333,0,0,0,0,0
"Morris, Hachimura, Gafford, Kispert, Beal","WAS",1,1,2,3,4,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0.5469,0,0.6666666666666666,0,0,0,0,0
"Kuzma, Avdija, Gill, Goodwin, Barton","WAS",1,1,-4,3,2,1,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0.5,0.532925,0.5,0.5,0,0,0,0,0
"Hachimura, Avdija, Gill, Goodwin, Barton","WAS",1,1,2,3,5,1,2,0.5,0,0,0,0,3,2,0,0,0,1,1,0,0,0.4491,0.5,0.8333333333333334,0,0,0,0,0
"Gafford, Avdija, Gill, Goodwin, Beal","WAS",1,1,4,3,4,2,3,0.6666666666666666,0,0,0,0,0,2,2,0,0,0.5,0.5,0,0,0.4122666666666666,0.6666666666666666,0.6666666666666666,0,0,0,0,0
"Wright, Kuzma, Morris, Gill, Kispert","WAS",1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.504,0,0,0,0,0,0,0
"Wright, Kuzma, Hachimura, Barton, Porzingis","WAS",2,1,4,4,4,1,1,1,0,1,0,0,2,2,0,0,0,1,1,0,0.5,0.637125,0.5,0.6666666666666666,0,0,0,0,0
"Wright, Kuzma, Gafford, Beal, Barton","WAS",2,1,-6,4,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.41524999999999995,0,0,0,1,0.5,0,0
"Wright, Kuzma, Kispert, Goodwin, Porzingis","WAS",1,1,-5,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0.469875,0,0,0,0,0,0,0
"Kuzma, Morris, Avdija, Gill, Gibson","WAS",1,1,1,3,4,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0.4343,0,0.6666666666666666,0,0,0,0,0
"Hachimura, Gill, Goodwin, Beal, Porzingis","WAS",1,1,4,3,4,0,0,0,1,1,1,1,1,0,0,3,0,0,0,1,1,0.5394,1.5,1,0,0,0,0,0
"Dotson, Gafford, Goodwin, Beal, Barton","WAS",1,1,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Carey Jr., Gill, Kispert, Goodwin, Barton","WAS",1,1,4,3,6,2,2,1,0,0,0,0,2,4,0,0,0,1,1,0,0,0.78825,1,1,0,0,0,0,0
"Morris, Gafford, Avdija, Beal, Barton","WAS",1,1,0,3,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.44765,0,0.3333333333333333,0,0,0,0,0
"Wright, Kispert, Goodwin, Beal, Porzingis","WAS",1,1,1,3,4,2,2,1,0,1,0,0,0,2,2,0,0,0.5,0.5,0,0.3333333333333333,0.597,0.6666666666666666,0.6666666666666666,0,0,0,0,0
"Kuzma, Kispert, Goodwin, Gibson, Beal","WAS",1,1,2,2,2,1,2,0.5,0,0,0,0,0,2,0,0,0,1,1,0,0,0.52485,0.5,0.5,0,0,0,0,0
"Morris, Hachimura, Kispert, Gibson, Barton","WAS",1,1,-2,3,3,0,1,0,1,2,0.5,0.5,0,0,0,3,0,0,0,1,0.6666666666666666,0.5012,0.5,0.5,0,0,0,0,0
"Gafford, Kispert, Goodwin, Jackson, Cooks","WAS",1,1,-3,2,2,1,1,1,0,0,0,0,0,2,0,0,0,1,1,0,0,0.4703,1,1,0,0,0,0,0
"Nunn, Gill, Kispert, Davis, Bouyea","WAS",1,1,-1,2,3,0,0,0,1,2,0.5,0.5,0,0,0,0,3,0,0,0,1,0.478125,0.75,0.75,0,0,0,0,0
"Wright, Avdija, Davis, Gibson, Beal","WAS",1,1,4,2,4,2,3,0.6666666666666666,0,1,0,0,0,2,2,0,0,0.5,0.5,0,0.25,0.4920625,0.5,0.5,0,1,0.3333333333333333,0,0
"Morris, Hachimura, Avdija, Gibson, Barton","WAS",1,1,-4,2,2,1,2,0.5,0,0,0,0,0,0,2,0,0,0,0,0,0,0.44195,0.5,0.5,0,0,0,0,0
"Avdija, Goodwin, Gibson, Beal, Porzingis","WAS",1,1,-2,3,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0.2,0.56975,0,0,0,0,0,0,0
"Wright, Kuzma, Morris, Hachimura, Porzingis","WAS",1,1,-2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0.541875,0,0,0,0,0,0,0
"Wright, Nunn, Avdija, Davis, Gibson","WAS",1,1,-1,3,2,1,3,0.3333333333333333,0,0,0,0,0,0,2,0,0,0,0,0,0,0.44203333333333333,0.3333333333333333,0.3333333333333333,0,1,0.3333333333333333,0,0
"Kuzma, Nunn, Goodwin, Gibson, Beal","WAS",1,1,2,2,4,1,1,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0.4236,1,1,0,0,0,0,0
"Wright, Morris, Gill, Davis, Porzingis","WAS",1,1,5,4,7,2,2,1,1,1,1,1,0,4,0,3,0,1,1,1,0.3333333333333333,0.4787333333333333,1.1666666666666667,1.1666666666666667,0,0,0,0,0
"Morris, Avdija, Gill, Kispert, Goodwin","WAS",1,1,-1,2,4,2,3,0.6666666666666666,0,0,0,0,0,4,0,0,0,1,1,0,0,0.4782666666666667,0.6666666666666666,0.6666666666666666,0,0,0,0,0
"Hachimura, Kispert, Goodwin, Gibson, Barton","WAS",1,1,0,3,2,1,1,1,0,0,0,0,0,2,0,0,0,1,1,0,0,0.4595,1,1,0,0,0,0,0
"Avdija, Gill, Kispert, Davis, Bouyea","WAS",1,1,4,3,5,1,1,1,0,1,0,0,3,2,0,0,0,1,1,0,0.5,0.590825,0.5,0.8333333333333334,0,0,0,0,0
"Wright, Morris, Hachimura, Kispert, Porzingis","WAS",1,1,3,4,3,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,1,0.5676,0,0.375,0,0,0,0,0
"Morris, Nunn, Avdija, Goodwin, Porzingis","WAS",1,1,-6,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.53625,0,0,0,0,0,0,0
"Gill, Kispert, Huff, Goodwin, Davis","WAS",1,1,-1,3,4,2,3,0.6666666666666666,0,0,0,0,0,0,4,0,0,0,0,0,0,0.44639999999999996,0.6666666666666666,0.6666666666666666,0,0,0,0,0
"Kuzma, Morris, Hachimura, Avdija, Beal","WAS",2,1,-3,3,4,2,3,0.6666666666666666,0,0,0,0,0,2,2,0,0,0.5,0.5,0,0,0.42619999999999997,0.6666666666666666,0.6666666666666666,0,0,0,0,0
"Kuzma, Morris, Gafford, Avdija, Goodwin","WAS",1,1,1,2,3,0,1,0,1,1,1,1,0,0,0,3,0,0,0,1,0.5,0.475825,0.75,0.75,0,0,0,0,0
"Morris, Hachimura, Kispert, Barton, Porzingis","WAS",1,1,-1,3,4,1,1,1,0,1,0,0,2,2,0,0,0,1,1,0,0.5,0.489225,0.5,0.6666666666666666,0,0,0,0,0
"Gafford, Avdija, Gill, Goodwin, Barton","WAS",3,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.5613,0,0,0,0,0,0,0
"Morris, Hachimura, Gafford, Avdija, Kispert","WAS",2,1,1,4,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.4607,0,0.16666666666666666,0,2,1,0,0
"Wright, Nunn, Gill, Goodwin, Gibson","WAS",1,1,-5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.5265,0,0,0,0,0,0,0
"Kuzma, Gill, Kispert, Gibson, Barton","WAS",1,1,3,3,5,1,1,1,1,1,1,1,0,2,0,0,3,1,1,0,0.5,0.459375,1.25,1.25,0,0,0,0,0
"Morris, Hachimura, Carey Jr., Gill, Goodwin","WAS",1,1,-4,3,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0.376775,0,0,0,1,1,0,0
"Dotson, Gafford, Gill, Goodwin, Gibson","WAS",1,1,3,3,5,2,2,1,0,0,0,0,1,4,0,0,0,1,1,0,0,0.54615,1,0.8333333333333334,0,0,0,0,0
"Wright, Morris, Avdija, Davis, Porzingis","WAS",1,1,-2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.5709,0,0,0,0,0,0,0
"Wright, Nunn, Gafford, Goodwin, Porzingis","WAS",1,1,-1,3,2,1,2,0.5,0,0,0,0,0,0,2,0,0,0,0,0,0,0.4559,0.5,0.5,0,0,0,0,0
"Wright, Gafford, Goodwin, Davis, Porzingis","WAS",1,1,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0.3333333333333333,0.54015,0,0,0,0,0,0,0
"Wright, Avdija, Gill, Davis, Porzingis","WAS",1,1,4,2,6,3,3,1,0,0,0,0,0,2,4,0,0,0.3333333333333333,0.3333333333333333,0,0,0.5308,1,1,0,0,0,0,0
"Hachimura, Gafford, Davis, Beal, Barton","WAS",1,1,0,2,2,1,2,0.5,0,0,0,0,0,2,0,0,0,1,1,0,0,0.41455,0.5,0.5,0,0,0,0,0
"Wright, Nunn, Gill, Kispert, Porzingis","WAS",1,1,4,2,6,0,0,0,2,2,1,1,0,0,0,6,0,0,0,1,1,0.541725,1.5,1.5,0,0,0,0,0
"Carey Jr., Todd, Gill, Schakel, Davis","WAS",1,1,2,2,2,1,2,0.5,0,1,0,0,0,0,2,0,0,0,0,0,0.3333333333333333,0.39303333333333335,0.3333333333333333,0.3333333333333333,0,0,0,0,0
"Gill, Kispert, Goodwin, Barton, Porzingis","WAS",1,1,-1,2,2,1,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0.5,0.501075,0.5,0.5,0,0,0,0,0
"Wright, Kuzma, Gafford, Avdija, Davis","WAS",1,1,1,3,3,0,1,0,1,2,0.5,0.5,0,0,0,0,3,0,0,0,0.6666666666666666,0.5731833333333333,0.5,0.5,0,0,0,0,0
"Wright, Hachimura, Gafford, Kispert, Goodwin","WAS",1,1,-3,2,2,1,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0.5,0.504425,0.5,0.5,0,0,0,0,0
"Dotson, Gafford, Gill, Kispert, Barton","WAS",1,1,0,2,2,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0.4297,1,1,0,0,0,0,0
"Wright, Hachimura, Gafford, Avdija, Goodwin","WAS",1,1,3,2,5,2,2,1,0,1,0,0,1,0,4,0,0,0,0,0,0.3333333333333333,0.6765833333333333,0.6666666666666666,0.8333333333333334,2,0,0,0,0
"Wright, Avdija, Goodwin, Beal, Porzingis","WAS",3,1,0,3,2,1,1,1,0,0,0,0,0,2,0,0,0,1,1,0,0,0.6509,1,1,0,0,0,0,0
"Morris, Huff, Davis, Jackson, Cooks","WAS",1,1,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0.44295,0,0,0,0,0,0,0
"Gafford, Gill, Goodwin, Barton, Porzingis","WAS",1,1,2,3,4,1,3,0.3333333333333333,0,0,0,0,2,0,2,0,0,0,0,0,0,0.5053666666666666,0.3333333333333333,0.5,0,1,0.3333333333333333,0,0
"Kuzma, Morris, Hachimura, Gill, Goodwin","WAS",1,1,-3,5,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0.8333333333333334,0,0,0,0,0
"Kuzma, Morris, Goodwin, Gibson, Porzingis","WAS",1,1,-1,2,2,1,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0.5,0.438,0.5,0.5,0,0,0,0,0
"Morris, Hachimura, Beal, Barton, Porzingis","WAS",1,1,0,2,2,1,2,0.5,0,0,0,0,0,2,0,0,0,1,1,0,0,0.5751,0.5,0.5,0,0,0,0,0
"Wright, Gafford, Kispert, Davis, Porzingis","WAS",1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4015,0,0,0,0,0,0,0
"Wright, Kuzma, Hachimura, Avdija, Goodwin","WAS",2,1,-2,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Wright, Kuzma, Gafford, Goodwin, Beal","WAS",2,1,2,2,2,1,2,0.5,0,1,0,0,0,0,2,0,0,0,0,0,0.3333333333333333,0.35535,0.3333333333333333,0.3333333333333333,2,0,0,0,0
"Morris, Avdija, Gill, Davis, Porzingis","WAS",1,1,-3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Hachimura, Avdija, Carey Jr., Goodwin, Barton","WAS",1,1,0,2,2,1,1,1,0,0,0,0,0,2,0,0,0,1,1,0,0,0.7639,1,1,0,0,0,0,0
"Kuzma, Dotson, Gafford, Avdija, Kispert","WAS",1,1,-2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0.486875,0,0,0,0,0,0,0
"Kuzma, Avdija, Gill, Kispert, Porzingis","WAS",1,1,-5,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0.5382,0,0,0,0,0,0,0
"Wright, Morris, Nunn, Gafford, Avdija","WAS",1,1,-3,3,2,1,2,0.5,0,0,0,0,0,0,2,0,0,0,0,0,0,0.3483,0.5,0.5,0,0,0,0,0
"Kuzma, Nunn, Carey Jr., Kispert, Barton","WAS",1,1,-5,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,0.487825,0,0,0,1,1,0,0
"Morris, Kispert, Goodwin, Gibson, Porzingis","WAS",1,1,-4,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3976,0,0,0,0,0,0,0
"Morris, Avdija, Gill, Kispert, Porzingis","WAS",1,1,0,2,2,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0.5508,0,0.5,0,0,0,0,0
"Kuzma, Goodwin, Davis, Barton, Porzingis","WAS",1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4458,0,0,0,0,0,0,0
