Player1,Player2,SharedMinutes,Team,Season
Brissett,Council IV,53,PHI,2024-25
Brissett,Edwards,63,PHI,2024-25
Walker IV,Yabusele,123,PHI,2024-25
Council IV,Drummond,77,PHI,2024-25
Council IV,Okeke,68,PHI,2024-25
Council IV,Martin,185,PHI,2024-25
Council IV,George,98,PHI,2024-25
Gordon,Lowry,82,PHI,2024-25
Dowtin Jr.,Nance,35,PHI,2024-25
Bona,Nance,21,PHI,2024-25
Council IV,Nance,39,PHI,2024-25
Edwards,Nance,35,PHI,2024-25
Jackson,Oubre Jr.,131,PHI,2024-25
Bona,Lowry,82,PHI,2024-25
Bona,Jackson,97,PHI,2024-25
Council IV,Lowry,93,PHI,2024-25
Council IV,Jackson,107,PHI,2024-25
Jackson,Lowry,134,PHI,2024-25
Jackson,Yabusele,150,PHI,2024-25
Jackson,Martin,139,PHI,2024-25
Jackson,McCain,80,PHI,2024-25
Edwards,Lowry,66,PHI,2024-25
Edwards,Jackson,82,PHI,2024-25
Jackson,Maxey,85,PHI,2024-25
Brissett,Yabusele,27,PHI,2024-25
Oubre Jr.,Walker IV,52,PHI,2024-25
Dowtin Jr.,Oubre Jr.,123,PHI,2024-25
Dowtin Jr.,Maxey,44,PHI,2024-25
Dowtin Jr.,Walker IV,68,PHI,2024-25
Martin,Martin,100,PHI,2024-25
Brissett,Okeke,44,PHI,2024-25
Brissett,Dowtin Jr.,27,PHI,2024-25
Brissett,Hood-Schifino,50,PHI,2024-25
Brissett,Reese,39,PHI,2024-25
Hood-Schifino,Okeke,60,PHI,2024-25
Okeke,Reese,43,PHI,2024-25
Dowtin Jr.,Hood-Schifino,60,PHI,2024-25
Hood-Schifino,Reese,51,PHI,2024-25
Grimes,Hood-Schifino,88,PHI,2024-25
Butler,Hood-Schifino,54,PHI,2024-25
Edwards,Hood-Schifino,74,PHI,2024-25
Dowtin Jr.,McCain,45,PHI,2024-25
Dowtin Jr.,Embiid,22,PHI,2024-25
Bona,Martin,92,PHI,2024-25
Gordon,Jackson,72,PHI,2024-25
Gordon,McCain,69,PHI,2024-25
Maxey,Nance,28,PHI,2024-25
Dowtin Jr.,Gordon,71,PHI,2024-25
Gordon,Nance,25,PHI,2024-25
Grimes,Reese,62,PHI,2024-25
Nance,Oubre Jr.,20,PHI,2024-25
Bagley,Edwards,43,PHI,2024-25
Council IV,Hood-Schifino,126,PHI,2024-25
Edwards,Reese,38,PHI,2024-25
Dowtin Jr.,Martin,40,PHI,2024-25
Dowtin Jr.,Drummond,62,PHI,2024-25
Drummond,Walker IV,33,PHI,2024-25
Council IV,Embiid,48,PHI,2024-25
Reese,Walker IV,36,PHI,2024-25
Bagley,Dowtin Jr.,43,PHI,2024-25
Bagley,Hood-Schifino,88,PHI,2024-25
Bona,Hood-Schifino,67,PHI,2024-25
Mobley,Walker IV,10,PHI,2024-25
Hood-Schifino,Walker IV,84,PHI,2024-25
Bagley,Mobley,15,PHI,2024-25
Hood-Schifino,Mobley,15,PHI,2024-25
Council IV,Mobley,14,PHI,2024-25
George,Jackson,59,PHI,2024-25
Embiid,Jackson,49,PHI,2024-25
Reese,Yabusele,14,PHI,2024-25
Dowtin Jr.,George,69,PHI,2024-25
Castleton,Yabusele,15,PHI,2024-25
Castleton,Grimes,32,PHI,2024-25
Butler,Castleton,31,PHI,2024-25
Castleton,Edwards,15,PHI,2024-25
Bona,McCain,44,PHI,2024-25
Butler,Embiid,23,PHI,2024-25
Castleton,Walker IV,40,PHI,2024-25
Castleton,Dowtin Jr.,40,PHI,2024-25
Castleton,Council IV,41,PHI,2024-25
Castleton,Reese,6,PHI,2024-25
Bagley,Castleton,30,PHI,2024-25
Castleton,Hood-Schifino,40,PHI,2024-25
Bona,Castleton,19,PHI,2024-25
Embiid,Gordon,29,PHI,2024-25
Lowry,Walker IV,20,PHI,2024-25
Castleton,Lowry,11,PHI,2024-25
Hood-Schifino,Lowry,14,PHI,2024-25
Bagley,Wheeler,20,PHI,2024-25
Bagley,Reese,22,PHI,2024-25
Hood-Schifino,Wheeler,14,PHI,2024-25
Council IV,Wheeler,19,PHI,2024-25
Reese,Wheeler,11,PHI,2024-25
Drummond,Jackson,46,PHI,2024-25
Bagley,Yabusele,27,PHI,2024-25
Hood-Schifino,Yabusele,51,PHI,2024-25
Bagley,Okeke,8,PHI,2024-25
Wheeler,Yabusele,11,PHI,2024-25
Walker IV,Wheeler,12,PHI,2024-25
Edwards,Wheeler,22,PHI,2024-25
Butler,Wheeler,15,PHI,2024-25
Dowtin Jr.,Jackson,25,PHI,2024-25
Dowtin Jr.,Quinones,5,PHI,2024-25
Bona,Quinones,16,PHI,2024-25
Council IV,Quinones,13,PHI,2024-25
McCain,Quinones,11,PHI,2024-25
Oubre Jr.,Reese,5,PHI,2024-25
Brissett,Walker IV,5,PHI,2024-25
Okeke,Walker IV,5,PHI,2024-25
Roddy,Yabusele,10,PHI,2024-25
Dowtin Jr.,Roddy,6,PHI,2024-25
Council IV,Roddy,16,PHI,2024-25
Drummond,Roddy,4,PHI,2024-25
Roddy,Walker IV,6,PHI,2024-25
Butler,Roddy,6,PHI,2024-25
Bona,Roddy,4,PHI,2024-25
Edwards,Martin,7,PHI,2024-25
Gordon,Grimes,17,PHI,2024-25
George,Walker IV,14,PHI,2024-25
Grimes,Lowry,35,PHI,2024-25
Butler,Lowry,12,PHI,2024-25
Grimes,Wheeler,6,PHI,2024-25
Bona,Wheeler,8,PHI,2024-25
Bagley,Lowry,11,PHI,2024-25
Grimes,Roddy,6,PHI,2024-25
Maxey,Roddy,3,PHI,2024-25
Oubre Jr.,Roddy,3,PHI,2024-25
Dowtin Jr.,Lowry,3,PHI,2024-25
Maxey,Walker IV,13,PHI,2024-25
Edwards,Quinones,8,PHI,2024-25
Jackson,Quinones,3,PHI,2024-25
Edwards,McCain,3,PHI,2024-25
Oubre Jr.,Quinones,5,PHI,2024-25
Martin,Quinones,3,PHI,2024-25
Jackson,Nance,5,PHI,2024-25
Lowry,Reese,9,PHI,2024-25
Grimes,Mobley,8,PHI,2024-25
Bona,Brissett,8,PHI,2024-25
Butler,Maxey,6,PHI,2024-25
Butler,Mobley,4,PHI,2024-25
Dowtin Jr.,Wheeler,2,PHI,2024-25
Bona,Okeke,4,PHI,2024-25
Bona,Mobley,2,PHI,2024-25
Carter Jr.,Wagner,959,ORL,2024-25
Banchero,Carter Jr.,1049,ORL,2024-25
Carter Jr.,Joseph,388,ORL,2024-25
Caldwell-Pope,Carter Jr.,1246,ORL,2024-25
Banchero,Wagner,1009,ORL,2024-25
Joseph,Wagner,324,ORL,2024-25
Caldwell-Pope,Wagner,1498,ORL,2024-25
Banchero,Joseph,386,ORL,2024-25
Banchero,Caldwell-Pope,1107,ORL,2024-25
Caldwell-Pope,Joseph,340,ORL,2024-25
Anthony,Carter Jr.,533,ORL,2024-25
Anthony,Wagner,648,ORL,2024-25
Anthony,Banchero,528,ORL,2024-25
Anthony,Caldwell-Pope,642,ORL,2024-25
Bitadze,Wagner,794,ORL,2024-25
Bitadze,Suggs,509,ORL,2024-25
Bitadze,da Silva,807,ORL,2024-25
Bitadze,Caldwell-Pope,941,ORL,2024-25
Suggs,Wagner,754,ORL,2024-25
Wagner,da Silva,767,ORL,2024-25
Suggs,da Silva,484,ORL,2024-25
Caldwell-Pope,Suggs,726,ORL,2024-25
Caldwell-Pope,da Silva,849,ORL,2024-25
Bitadze,Carter Jr.,217,ORL,2024-25
Carter Jr.,Suggs,396,ORL,2024-25
Carter Jr.,da Silva,519,ORL,2024-25
Banchero,Suggs,137,ORL,2024-25
Anthony,Bitadze,371,ORL,2024-25
Bitadze,Houstan,286,ORL,2024-25
Anthony,Houstan,276,ORL,2024-25
Anthony,da Silva,438,ORL,2024-25
Houstan,da Silva,361,ORL,2024-25
Caldwell-Pope,Houstan,217,ORL,2024-25
Black,Carter Jr.,566,ORL,2024-25
Black,Wagner,1280,ORL,2024-25
Banchero,Black,593,ORL,2024-25
Black,Caldwell-Pope,682,ORL,2024-25
Banchero,Bitadze,314,ORL,2024-25
Bitadze,Black,589,ORL,2024-25
Isaac,Wagner,746,ORL,2024-25
Isaac,Suggs,184,ORL,2024-25
Black,Isaac,753,ORL,2024-25
Harris,Isaac,269,ORL,2024-25
Harris,Wagner,413,ORL,2024-25
Black,Suggs,313,ORL,2024-25
Harris,Suggs,148,ORL,2024-25
Black,Harris,420,ORL,2024-25
Black,da Silva,735,ORL,2024-25
Banchero,da Silva,291,ORL,2024-25
Bitadze,Queen,112,ORL,2024-25
Queen,Suggs,59,ORL,2024-25
Queen,da Silva,184,ORL,2024-25
Caldwell-Pope,Queen,115,ORL,2024-25
Houstan,Queen,178,ORL,2024-25
Black,Queen,201,ORL,2024-25
Howard,Queen,137,ORL,2024-25
Black,Houstan,423,ORL,2024-25
Houstan,Howard,214,ORL,2024-25
Black,Howard,377,ORL,2024-25
Howard,da Silva,267,ORL,2024-25
Bitadze,Isaac,216,ORL,2024-25
Isaac,da Silva,326,ORL,2024-25
Anthony,Howard,219,ORL,2024-25
Anthony,Joseph,74,ORL,2024-25
Houstan,Joseph,175,ORL,2024-25
Howard,Joseph,120,ORL,2024-25
Joseph,da Silva,125,ORL,2024-25
Howard,Isaac,257,ORL,2024-25
Howard,Wagner,358,ORL,2024-25
Howard,Suggs,87,ORL,2024-25
Carter Jr.,Harris,229,ORL,2024-25
Anthony,Harris,185,ORL,2024-25
Banchero,Harris,256,ORL,2024-25
Caldwell-Pope,Harris,153,ORL,2024-25
Caldwell-Pope,Isaac,293,ORL,2024-25
Wagner,Wagner,234,ORL,2024-25
Isaac,Queen,151,ORL,2024-25
Banchero,Isaac,191,ORL,2024-25
Houstan,Isaac,177,ORL,2024-25
Banchero,Queen,71,ORL,2024-25
Banchero,Houstan,197,ORL,2024-25
Carter Jr.,Houstan,214,ORL,2024-25
Bitadze,Harris,202,ORL,2024-25
Harris,da Silva,198,ORL,2024-25
Anthony,Isaac,293,ORL,2024-25
Anthony,Black,386,ORL,2024-25
Bitadze,Joseph,68,ORL,2024-25
Bitadze,Howard,156,ORL,2024-25
Carter Jr.,Isaac,239,ORL,2024-25
Isaac,Joseph,109,ORL,2024-25
Carter Jr.,Queen,139,ORL,2024-25
Carter Jr.,Howard,186,ORL,2024-25
Joseph,Queen,111,ORL,2024-25
Houstan,Wagner,178,ORL,2024-25
Houstan,Suggs,50,ORL,2024-25
Harris,Houstan,112,ORL,2024-25
Anthony,Queen,125,ORL,2024-25
Banchero,Howard,95,ORL,2024-25
Caldwell-Pope,Howard,131,ORL,2024-25
Harris,Joseph,55,ORL,2024-25
Harris,Howard,70,ORL,2024-25
Black,Joseph,77,ORL,2024-25
Anthony,Suggs,78,ORL,2024-25
Queen,Wagner,20,ORL,2024-25
Houstan,McClung,10,ORL,2024-25
Black,McClung,5,ORL,2024-25
Howard,McClung,10,ORL,2024-25
McClung,da Silva,5,ORL,2024-25
Harris,Queen,18,ORL,2024-25
Joseph,Suggs,7,ORL,2024-25
McClung,Queen,3,ORL,2024-25
Joseph,McClung,5,ORL,2024-25
Bitadze,McClung,2,ORL,2024-25
Gilgeous-Alexander,Hartenstein,1112,OKC,2024-25
Dort,Hartenstein,955,OKC,2024-25
Hartenstein,Williams,1500,OKC,2024-25
Hartenstein,Wallace,793,OKC,2024-25
Dort,Gilgeous-Alexander,1824,OKC,2024-25
Gilgeous-Alexander,Williams,2493,OKC,2024-25
Gilgeous-Alexander,Wallace,1323,OKC,2024-25
Dort,Williams,2043,OKC,2024-25
Dort,Wallace,1036,OKC,2024-25
Wallace,Williams,1803,OKC,2024-25
Hartenstein,Holmgren,315,OKC,2024-25
Gilgeous-Alexander,Holmgren,624,OKC,2024-25
Dort,Holmgren,538,OKC,2024-25
Holmgren,Williams,735,OKC,2024-25
Holmgren,Wallace,346,OKC,2024-25
Hartenstein,Wiggins,550,OKC,2024-25
Gilgeous-Alexander,Wiggins,895,OKC,2024-25
Dort,Wiggins,613,OKC,2024-25
Wiggins,Williams,1809,OKC,2024-25
Hartenstein,Joe,496,OKC,2024-25
Gilgeous-Alexander,Joe,926,OKC,2024-25
Dort,Joe,642,OKC,2024-25
Joe,Williams,1607,OKC,2024-25
Joe,Wallace,539,OKC,2024-25
Holmgren,Joe,287,OKC,2024-25
Wallace,Wiggins,619,OKC,2024-25
Joe,Wiggins,645,OKC,2024-25
Williams,Williams,836,OKC,2024-25
Caruso,Gilgeous-Alexander,557,OKC,2024-25
Caruso,Dort,288,OKC,2024-25
Caruso,Williams,918,OKC,2024-25
Caruso,Wallace,435,OKC,2024-25
Caruso,Wiggins,457,OKC,2024-25
Caruso,Holmgren,219,OKC,2024-25
Holmgren,Wiggins,287,OKC,2024-25
Joe,Mitchell,165,OKC,2024-25
Mitchell,Wiggins,283,OKC,2024-25
Holmgren,Mitchell,64,OKC,2024-25
Mitchell,Williams,527,OKC,2024-25
Caruso,Joe,406,OKC,2024-25
Caruso,Hartenstein,313,OKC,2024-25
Dieng,Williams,314,OKC,2024-25
Dieng,Joe,139,OKC,2024-25
Dieng,Wiggins,202,OKC,2024-25
Flagler,Williams,169,OKC,2024-25
Jones,Williams,476,OKC,2024-25
Carlson,Williams,173,OKC,2024-25
Ducas,Williams,121,OKC,2024-25
Flagler,Jones,150,OKC,2024-25
Carlson,Flagler,114,OKC,2024-25
Ducas,Flagler,86,OKC,2024-25
Carlson,Jones,130,OKC,2024-25
Ducas,Jones,83,OKC,2024-25
Carlson,Ducas,67,OKC,2024-25
Flagler,Joe,53,OKC,2024-25
Joe,Jones,262,OKC,2024-25
Carlson,Joe,100,OKC,2024-25
Caruso,Mitchell,146,OKC,2024-25
Hartenstein,Mitchell,187,OKC,2024-25
Caruso,Dieng,141,OKC,2024-25
Dieng,Wallace,138,OKC,2024-25
Caruso,Jones,121,OKC,2024-25
Gilgeous-Alexander,Jones,153,OKC,2024-25
Jones,Wiggins,238,OKC,2024-25
Holmgren,Jones,31,OKC,2024-25
Dort,Mitchell,148,OKC,2024-25
Mitchell,Wallace,227,OKC,2024-25
Gilgeous-Alexander,Mitchell,189,OKC,2024-25
Dieng,Gilgeous-Alexander,106,OKC,2024-25
Dieng,Mitchell,116,OKC,2024-25
Dieng,Dort,62,OKC,2024-25
Dieng,Hartenstein,67,OKC,2024-25
Carlson,Wiggins,122,OKC,2024-25
Dieng,Flagler,54,OKC,2024-25
Dieng,Jones,109,OKC,2024-25
Dieng,Ducas,41,OKC,2024-25
Jones,Wallace,112,OKC,2024-25
Dort,Jones,55,OKC,2024-25
Flagler,Wiggins,78,OKC,2024-25
Flagler,Mitchell,35,OKC,2024-25
Carlson,Mitchell,42,OKC,2024-25
Jones,Mitchell,117,OKC,2024-25
Dieng,Leons,21,OKC,2024-25
Flagler,Leons,8,OKC,2024-25
Jones,Leons,21,OKC,2024-25
Leons,Mitchell,21,OKC,2024-25
Leons,Wiggins,7,OKC,2024-25
Ducas,Wiggins,51,OKC,2024-25
Carlson,Dieng,40,OKC,2024-25
Flagler,Holmgren,11,OKC,2024-25
Carlson,Holmgren,8,OKC,2024-25
Carlson,Wallace,41,OKC,2024-25
Carlson,Caruso,39,OKC,2024-25
Carlson,Gilgeous-Alexander,37,OKC,2024-25
Hartenstein,Jones,44,OKC,2024-25
Ducas,Mitchell,19,OKC,2024-25
Joe,Leons,6,OKC,2024-25
Caruso,Flagler,16,OKC,2024-25
Flagler,Gilgeous-Alexander,12,OKC,2024-25
Dort,Flagler,8,OKC,2024-25
Dieng,Holmgren,10,OKC,2024-25
Ducas,Joe,15,OKC,2024-25
Ducas,Wallace,4,OKC,2024-25
Flagler,Wallace,8,OKC,2024-25
Carlson,Dort,15,OKC,2024-25
Flagler,Reese,2,OKC,2024-25
Jones,Reese,2,OKC,2024-25
Mitchell,Reese,2,OKC,2024-25
Ducas,Reese,2,OKC,2024-25
Ducas,Gilgeous-Alexander,1,OKC,2024-25
Dort,Ducas,1,OKC,2024-25
Ducas,Holmgren,1,OKC,2024-25
Anunoby,Towns,1797,NYK,2024-25
Hart,Towns,2016,NYK,2024-25
Bridges,Towns,2024,NYK,2024-25
Brunson,Towns,1462,NYK,2024-25
Anunoby,Hart,2094,NYK,2024-25
Anunoby,Bridges,2184,NYK,2024-25
Anunoby,Brunson,1796,NYK,2024-25
Bridges,Hart,2349,NYK,2024-25
Brunson,Hart,1856,NYK,2024-25
Bridges,Brunson,1996,NYK,2024-25
McBride,Towns,880,NYK,2024-25
Anunoby,McBride,842,NYK,2024-25
Hart,McBride,893,NYK,2024-25
Bridges,McBride,1003,NYK,2024-25
Achiuwa,Anunoby,480,NYK,2024-25
Achiuwa,Hart,625,NYK,2024-25
Achiuwa,Bridges,780,NYK,2024-25
Achiuwa,Brunson,623,NYK,2024-25
Anunoby,Sims,282,NYK,2024-25
Hart,Sims,227,NYK,2024-25
Bridges,Sims,305,NYK,2024-25
Brunson,Sims,305,NYK,2024-25
Achiuwa,Towns,481,NYK,2024-25
Payne,Towns,694,NYK,2024-25
Anunoby,Payne,528,NYK,2024-25
Hart,Payne,597,NYK,2024-25
Bridges,Payne,581,NYK,2024-25
Brunson,McBride,693,NYK,2024-25
McBride,Payne,553,NYK,2024-25
Towns,Wright,108,NYK,2024-25
Anunoby,Wright,137,NYK,2024-25
Hart,Wright,149,NYK,2024-25
Bridges,Wright,144,NYK,2024-25
Achiuwa,McBride,573,NYK,2024-25
McBride,Sims,200,NYK,2024-25
Anunoby,Robinson,204,NYK,2024-25
Hart,Robinson,184,NYK,2024-25
Bridges,Robinson,219,NYK,2024-25
Brunson,Robinson,93,NYK,2024-25
Achiuwa,Payne,388,NYK,2024-25
Shamet,Towns,343,NYK,2024-25
Payne,Shamet,392,NYK,2024-25
Achiuwa,Shamet,405,NYK,2024-25
McBride,Shamet,312,NYK,2024-25
Brunson,Payne,117,NYK,2024-25
Hart,Shamet,330,NYK,2024-25
Robinson,Wright,50,NYK,2024-25
Anunoby,Hukporti,65,NYK,2024-25
Hart,Hukporti,83,NYK,2024-25
Bridges,Hukporti,100,NYK,2024-25
Brunson,Hukporti,100,NYK,2024-25
Payne,Sims,121,NYK,2024-25
Bridges,Shamet,269,NYK,2024-25
Anunoby,Shamet,282,NYK,2024-25
Robinson,Shamet,139,NYK,2024-25
McBride,Robinson,113,NYK,2024-25
Kolek,Towns,123,NYK,2024-25
Anunoby,Kolek,91,NYK,2024-25
Kolek,Shamet,136,NYK,2024-25
Achiuwa,Kolek,96,NYK,2024-25
Payne,Tucker,33,NYK,2024-25
Shamet,Tucker,36,NYK,2024-25
Achiuwa,Tucker,34,NYK,2024-25
McBride,Tucker,36,NYK,2024-25
Achiuwa,Hukporti,47,NYK,2024-25
Hukporti,McBride,96,NYK,2024-25
Brunson,Shamet,116,NYK,2024-25
Hart,Kolek,130,NYK,2024-25
Bridges,Kolek,120,NYK,2024-25
Kolek,McBride,51,NYK,2024-25
Kolek,Payne,54,NYK,2024-25
Shamet,Wright,110,NYK,2024-25
Achiuwa,Wright,52,NYK,2024-25
Robinson,Towns,46,NYK,2024-25
Payne,Robinson,63,NYK,2024-25
Bridges,Tucker,18,NYK,2024-25
Brunson,Tucker,14,NYK,2024-25
Hukporti,Ryan,36,NYK,2024-25
Ryan,Sims,39,NYK,2024-25
Ryan,Toppin,25,NYK,2024-25
Kolek,Ryan,41,NYK,2024-25
Hukporti,Sims,35,NYK,2024-25
Hukporti,Toppin,34,NYK,2024-25
Hukporti,Kolek,55,NYK,2024-25
Sims,Toppin,28,NYK,2024-25
Kolek,Sims,57,NYK,2024-25
Kolek,Toppin,41,NYK,2024-25
Dadiet,Towns,23,NYK,2024-25
Dadiet,Payne,58,NYK,2024-25
Dadiet,Hart,25,NYK,2024-25
Bridges,Dadiet,26,NYK,2024-25
Anunoby,Dadiet,15,NYK,2024-25
Brunson,Dadiet,16,NYK,2024-25
Dadiet,Hukporti,53,NYK,2024-25
Hukporti,Payne,85,NYK,2024-25
Dadiet,Sims,38,NYK,2024-25
Dadiet,Kolek,61,NYK,2024-25
Dadiet,Ryan,17,NYK,2024-25
Beauchamp,Shamet,13,NYK,2024-25
Shamet,Watson,16,NYK,2024-25
Achiuwa,Beauchamp,8,NYK,2024-25
Achiuwa,Watson,8,NYK,2024-25
Beauchamp,Watson,13,NYK,2024-25
Beauchamp,Kolek,14,NYK,2024-25
Kolek,Watson,21,NYK,2024-25
Payne,Toppin,11,NYK,2024-25
Hukporti,Shamet,50,NYK,2024-25
Shamet,Toppin,19,NYK,2024-25
McBride,Toppin,16,NYK,2024-25
Dadiet,Toppin,15,NYK,2024-25
Payne,Wright,33,NYK,2024-25
Tucker,Wright,24,NYK,2024-25
Towns,Tucker,9,NYK,2024-25
McCullar Jr.,Wright,22,NYK,2024-25
McCullar Jr.,Payne,17,NYK,2024-25
McCullar Jr.,Shamet,21,NYK,2024-25
Achiuwa,McCullar Jr.,19,NYK,2024-25
Sims,Towns,9,NYK,2024-25
Ryan,Shamet,14,NYK,2024-25
Shamet,Sims,16,NYK,2024-25
Ryan,Towns,13,NYK,2024-25
Payne,Ryan,25,NYK,2024-25
Hart,Ryan,9,NYK,2024-25
McBride,Ryan,27,NYK,2024-25
Beauchamp,Wright,7,NYK,2024-25
Watson,Wright,11,NYK,2024-25
Kolek,Wright,29,NYK,2024-25
Anunoby,Ryan,7,NYK,2024-25
Achiuwa,Robinson,17,NYK,2024-25
Kolek,Robinson,24,NYK,2024-25
Achiuwa,Sims,22,NYK,2024-25
Achiuwa,Dadiet,12,NYK,2024-25
Dadiet,McBride,35,NYK,2024-25
McBride,McCullar Jr.,8,NYK,2024-25
Hukporti,Wright,12,NYK,2024-25
Dadiet,Wright,20,NYK,2024-25
Dadiet,Shamet,25,NYK,2024-25
Kolek,Tucker,14,NYK,2024-25
Dadiet,Tucker,6,NYK,2024-25
Ryan,Wright,4,NYK,2024-25
Hukporti,Towns,17,NYK,2024-25
Kolek,McCullar Jr.,13,NYK,2024-25
McCullar Jr.,Tucker,8,NYK,2024-25
McBride,Wright,12,NYK,2024-25
McBride,Watson,3,NYK,2024-25
Dadiet,Watson,5,NYK,2024-25
Achiuwa,Ryan,5,NYK,2024-25
Beauchamp,Payne,3,NYK,2024-25
Beauchamp,McBride,2,NYK,2024-25
Beauchamp,McCullar Jr.,5,NYK,2024-25
Payne,Watson,3,NYK,2024-25
Tucker,Watson,2,NYK,2024-25
McCullar Jr.,Watson,5,NYK,2024-25
Dadiet,McCullar Jr.,2,NYK,2024-25
Bridges,Ryan,2,NYK,2024-25
Brunson,Ryan,4,NYK,2024-25
Beauchamp,Tucker,2,NYK,2024-25
Achiuwa,Toppin,1,NYK,2024-25
Toppin,Towns,1,NYK,2024-25
Hart,Toppin,1,NYK,2024-25
Brunson,Kolek,1,NYK,2024-25
Beauchamp,Towns,1,NYK,2024-25
Towns,Watson,1,NYK,2024-25
Beauchamp,Robinson,0,NYK,2024-25
Jones,Murray,443,NOP,2024-25
Murphy III,Murray,690,NOP,2024-25
Missi,Murray,662,NOP,2024-25
McCollum,Murray,746,NOP,2024-25
Jones,Murphy III,337,NOP,2024-25
Jones,Missi,433,NOP,2024-25
Jones,McCollum,500,NOP,2024-25
Missi,Murphy III,1066,NOP,2024-25
McCollum,Murphy III,1166,NOP,2024-25
McCollum,Missi,1146,NOP,2024-25
Green,Murray,339,NOP,2024-25
Green,Murphy III,486,NOP,2024-25
Green,Missi,544,NOP,2024-25
Green,McCollum,509,NOP,2024-25
Murphy III,Williamson,401,NOP,2024-25
Missi,Williamson,398,NOP,2024-25
McCollum,Williamson,454,NOP,2024-25
Olynyk,Williamson,151,NOP,2024-25
Murphy III,Olynyk,189,NOP,2024-25
Missi,Olynyk,321,NOP,2024-25
McCollum,Olynyk,216,NOP,2024-25
Murray,Williamson,102,NOP,2024-25
Alvarado,Brown,269,NOP,2024-25
Brown,Reeves,139,NOP,2024-25
Brown,Missi,283,NOP,2024-25
Brown,Olynyk,220,NOP,2024-25
Alvarado,Reeves,191,NOP,2024-25
Alvarado,Missi,578,NOP,2024-25
Alvarado,Olynyk,299,NOP,2024-25
Missi,Reeves,172,NOP,2024-25
Olynyk,Reeves,100,NOP,2024-25
Green,Ingram,254,NOP,2024-25
Boston Jr.,Ingram,268,NOP,2024-25
Ingram,Murphy III,127,NOP,2024-25
Ingram,Missi,311,NOP,2024-25
Boston Jr.,Green,225,NOP,2024-25
Boston Jr.,Murphy III,154,NOP,2024-25
Boston Jr.,Missi,250,NOP,2024-25
Alvarado,Williamson,373,NOP,2024-25
Alvarado,Murphy III,445,NOP,2024-25
Alvarado,McCollum,346,NOP,2024-25
Matković,Williamson,215,NOP,2024-25
Matković,Murphy III,295,NOP,2024-25
Matković,Missi,79,NOP,2024-25
Matković,McCollum,220,NOP,2024-25
Murray,Theis,224,NOP,2024-25
Green,Theis,242,NOP,2024-25
Murphy III,Theis,276,NOP,2024-25
McCollum,Theis,281,NOP,2024-25
Brooks Jr.,Robinson-Earl,169,NOP,2024-25
Matković,Robinson-Earl,282,NOP,2024-25
Reeves,Robinson-Earl,286,NOP,2024-25
Payton,Robinson-Earl,242,NOP,2024-25
Brooks Jr.,Matković,114,NOP,2024-25
Brooks Jr.,Reeves,159,NOP,2024-25
Brooks Jr.,Payton,127,NOP,2024-25
Matković,Reeves,234,NOP,2024-25
Matković,Payton,143,NOP,2024-25
Payton,Reeves,163,NOP,2024-25
Brown,Williamson,109,NOP,2024-25
Brown,Murphy III,219,NOP,2024-25
Brown,McCollum,230,NOP,2024-25
Ingram,Theis,115,NOP,2024-25
Ingram,Williamson,101,NOP,2024-25
Ingram,Jones,126,NOP,2024-25
Ingram,McCollum,143,NOP,2024-25
Theis,Williamson,102,NOP,2024-25
Jones,Theis,118,NOP,2024-25
Jones,Williamson,63,NOP,2024-25
Alvarado,Ingram,187,NOP,2024-25
Hawkins,Ingram,140,NOP,2024-25
Alvarado,Green,278,NOP,2024-25
Green,Hawkins,354,NOP,2024-25
Alvarado,Hawkins,542,NOP,2024-25
Hawkins,Missi,459,NOP,2024-25
Boston,Murray,194,NOP,2024-25
Boston,Jones,137,NOP,2024-25
Boston,Murphy III,181,NOP,2024-25
Boston,Missi,192,NOP,2024-25
Ingram,Robinson-Earl,191,NOP,2024-25
Green,Robinson-Earl,215,NOP,2024-25
Boston Jr.,Robinson-Earl,294,NOP,2024-25
Missi,Robinson-Earl,292,NOP,2024-25
Cain,Robinson-Earl,272,NOP,2024-25
Cain,Matković,148,NOP,2024-25
Cain,Reeves,194,NOP,2024-25
Cain,Payton,99,NOP,2024-25
Hawkins,Murray,191,NOP,2024-25
Hawkins,McCollum,399,NOP,2024-25
Brown,Hawkins,232,NOP,2024-25
Hawkins,Murphy III,462,NOP,2024-25
Brown,Matković,186,NOP,2024-25
Alvarado,Matković,303,NOP,2024-25
Hawkins,Matković,320,NOP,2024-25
Murray,Robinson-Earl,136,NOP,2024-25
Murphy III,Robinson-Earl,273,NOP,2024-25
McCollum,Robinson-Earl,281,NOP,2024-25
Alvarado,Robinson-Earl,363,NOP,2024-25
Alvarado,Boston Jr.,108,NOP,2024-25
Hawkins,Williamson,331,NOP,2024-25
Matković,Olynyk,119,NOP,2024-25
Hawkins,Olynyk,158,NOP,2024-25
Robinson-Earl,Williamson,125,NOP,2024-25
Hawkins,Robinson-Earl,407,NOP,2024-25
Ingram,Nowell,85,NOP,2024-25
Green,Nowell,62,NOP,2024-25
Boston Jr.,Nowell,88,NOP,2024-25
Missi,Nowell,63,NOP,2024-25
Hawkins,Theis,255,NOP,2024-25
Boston,McCollum,191,NOP,2024-25
Boston,Theis,189,NOP,2024-25
Alvarado,Theis,190,NOP,2024-25
Alvarado,Boston,131,NOP,2024-25
Boston,Hawkins,142,NOP,2024-25
