Player1,Player2,SharedMinutes,Team,Season
Bamba,Maxey,418,PHI,2023-24
Bamba,Lowry,294,PHI,2023-24
Bamba,Harris,385,PHI,2023-24
Lowry,Maxey,402,PHI,2023-24
Harris,Lowry,389,PHI,2023-24
Oubre Jr.,Reed,800,PHI,2023-24
Melton,Reed,225,PHI,2023-24
Maxey,Reed,1042,PHI,2023-24
Harris,Reed,819,PHI,2023-24
Covington,Melton,192,PHI,2023-24
Covington,Maxey,248,PHI,2023-24
Covington,Harris,193,PHI,2023-24
Covington,Embiid,174,PHI,2023-24
Hield,Oubre Jr.,427,PHI,2023-24
Hield,Maxey,444,PHI,2023-24
Hield,Reed,486,PHI,2023-24
Harris,Hield,379,PHI,2023-24
Melton,Tucker,51,PHI,2023-24
Maxey,Tucker,59,PHI,2023-24
Harris,Tucker,57,PHI,2023-24
Embiid,Tucker,57,PHI,2023-24
Martin,Oubre Jr.,336,PHI,2023-24
Hield,Martin,227,PHI,2023-24
Martin,Maxey,275,PHI,2023-24
Martin,Reed,282,PHI,2023-24
Batum,Hield,314,PHI,2023-24
Batum,Reed,535,PHI,2023-24
Bamba,Batum,138,PHI,2023-24
Batum,Lowry,305,PHI,2023-24
Hield,Payne,304,PHI,2023-24
Payne,Reed,327,PHI,2023-24
Batum,Payne,226,PHI,2023-24
Harris,Payne,299,PHI,2023-24
Beverley,Maxey,447,PHI,2023-24
Maxey,Morris Sr.,400,PHI,2023-24
Beverley,Reed,314,PHI,2023-24
Morris Sr.,Reed,266,PHI,2023-24
Beverley,Morris Sr.,366,PHI,2023-24
Beverley,Harris,407,PHI,2023-24
Harris,Morris Sr.,207,PHI,2023-24
Embiid,Lowry,84,PHI,2023-24
House Jr.,Korkmaz,104,PHI,2023-24
Bamba,Korkmaz,77,PHI,2023-24
Korkmaz,Martin,149,PHI,2023-24
Korkmaz,Springer,134,PHI,2023-24
Bamba,House Jr.,80,PHI,2023-24
House Jr.,Martin,94,PHI,2023-24
House Jr.,Springer,125,PHI,2023-24
Bamba,Martin,177,PHI,2023-24
Bamba,Springer,104,PHI,2023-24
Martin,Springer,137,PHI,2023-24
House Jr.,Oubre Jr.,160,PHI,2023-24
House Jr.,Maxey,250,PHI,2023-24
House Jr.,Reed,208,PHI,2023-24
Harris,House Jr.,199,PHI,2023-24
Bamba,Hield,172,PHI,2023-24
Hield,Lowry,196,PHI,2023-24
Morris Sr.,Oubre Jr.,264,PHI,2023-24
Covington,Oubre Jr.,79,PHI,2023-24
Covington,Reed,161,PHI,2023-24
Covington,Morris Sr.,120,PHI,2023-24
Beverley,Oubre Jr.,380,PHI,2023-24
Beverley,Embiid,364,PHI,2023-24
Oubre Jr.,Payne,306,PHI,2023-24
Bamba,Payne,116,PHI,2023-24
Lowry,Payne,129,PHI,2023-24
Embiid,Morris Sr.,171,PHI,2023-24
Lowry,Reed,179,PHI,2023-24
Melton,Morris Sr.,123,PHI,2023-24
Batum,Morris Sr.,143,PHI,2023-24
Beverley,House Jr.,215,PHI,2023-24
Embiid,House Jr.,191,PHI,2023-24
Beverley,Melton,202,PHI,2023-24
Martin,Payne,177,PHI,2023-24
Embiid,Payne,52,PHI,2023-24
Maxey,Payne,166,PHI,2023-24
Batum,Beverley,204,PHI,2023-24
Oubre Jr.,Springer,99,PHI,2023-24
Maxey,Springer,155,PHI,2023-24
Reed,Springer,156,PHI,2023-24
Harris,Springer,131,PHI,2023-24
Bamba,Beverley,142,PHI,2023-24
Korkmaz,Smith,30,PHI,2023-24
Council IV,Korkmaz,30,PHI,2023-24
Martin,Smith,62,PHI,2023-24
Council IV,Martin,107,PHI,2023-24
Smith,Springer,24,PHI,2023-24
Council IV,Springer,30,PHI,2023-24
Council IV,Smith,61,PHI,2023-24
Bamba,Melton,79,PHI,2023-24
Batum,Martin,93,PHI,2023-24
Beverley,Covington,163,PHI,2023-24
Batum,Springer,36,PHI,2023-24
Batum,House Jr.,46,PHI,2023-24
Melton,Springer,32,PHI,2023-24
Embiid,Springer,70,PHI,2023-24
Council IV,Oubre Jr.,116,PHI,2023-24
Council IV,Hield,106,PHI,2023-24
Council IV,Maxey,101,PHI,2023-24
Council IV,Harris,51,PHI,2023-24
Lowry,Martin,77,PHI,2023-24
Council IV,Reed,131,PHI,2023-24
Batum,Council IV,39,PHI,2023-24
House Jr.,Morris Sr.,155,PHI,2023-24
Bamba,Morris Sr.,75,PHI,2023-24
Council IV,Payne,102,PHI,2023-24
House Jr.,Melton,42,PHI,2023-24
Harris,Martin,127,PHI,2023-24
Hield,Melton,22,PHI,2023-24
Dowtin Jr.,Hield,73,PHI,2023-24
Embiid,Hield,50,PHI,2023-24
Dowtin Jr.,Melton,12,PHI,2023-24
Batum,Dowtin Jr.,27,PHI,2023-24
Dowtin Jr.,Embiid,13,PHI,2023-24
Dowtin Jr.,Oubre Jr.,58,PHI,2023-24
Dowtin Jr.,Reed,78,PHI,2023-24
Dowtin Jr.,Martin,77,PHI,2023-24
Council IV,Dowtin Jr.,53,PHI,2023-24
Korkmaz,Reed,90,PHI,2023-24
Reed,Smith,29,PHI,2023-24
Covington,Springer,36,PHI,2023-24
Beverley,Springer,101,PHI,2023-24
Morris Sr.,Springer,59,PHI,2023-24
Covington,House Jr.,61,PHI,2023-24
Batum,Covington,51,PHI,2023-24
Dowtin Jr.,Payne,43,PHI,2023-24
Oubre Jr.,Tucker,12,PHI,2023-24
Payne,Smith,13,PHI,2023-24
Dowtin Jr.,Smith,11,PHI,2023-24
Beverley,Korkmaz,95,PHI,2023-24
Beverley,Martin,102,PHI,2023-24
Korkmaz,Maxey,63,PHI,2023-24
Harris,Korkmaz,82,PHI,2023-24
Bamba,Smith,20,PHI,2023-24
Bamba,Council IV,44,PHI,2023-24
Korkmaz,Oubre Jr.,58,PHI,2023-24
Bamba,Dowtin Jr.,23,PHI,2023-24
Dowtin Jr.,Maxey,17,PHI,2023-24
Bamba,Covington,52,PHI,2023-24
Martin,Melton,33,PHI,2023-24
Covington,Martin,28,PHI,2023-24
Covington,Korkmaz,50,PHI,2023-24
Embiid,Korkmaz,80,PHI,2023-24
Dowtin Jr.,Harris,36,PHI,2023-24
Council IV,Lowry,24,PHI,2023-24
Korkmaz,Melton,27,PHI,2023-24
Embiid,Martin,66,PHI,2023-24
Bamba,Reed,23,PHI,2023-24
Bazley,Payne,8,PHI,2023-24
Bazley,Hield,8,PHI,2023-24
Bamba,Bazley,6,PHI,2023-24
Bazley,Council IV,8,PHI,2023-24
Oubre Jr.,Smith,19,PHI,2023-24
Hield,Smith,14,PHI,2023-24
Martin,Morris Sr.,39,PHI,2023-24
Korkmaz,Lofton Jr.,5,PHI,2023-24
Lofton Jr.,Martin,9,PHI,2023-24
Lofton Jr.,Smith,5,PHI,2023-24
Council IV,Lofton Jr.,9,PHI,2023-24
Melton,Payne,20,PHI,2023-24
Korkmaz,Morris Sr.,33,PHI,2023-24
Dowtin Jr.,Lowry,15,PHI,2023-24
Lowry,Melton,15,PHI,2023-24
Green,Oubre Jr.,18,PHI,2023-24
Green,Maxey,12,PHI,2023-24
Green,Reed,5,PHI,2023-24
Beverley,Green,10,PHI,2023-24
Harris,Smith,4,PHI,2023-24
Council IV,Melton,7,PHI,2023-24
Green,Harris,8,PHI,2023-24
Embiid,Green,13,PHI,2023-24
Hield,Wilson,10,PHI,2023-24
Maxey,Wilson,6,PHI,2023-24
Council IV,Wilson,6,PHI,2023-24
Harris,Wilson,6,PHI,2023-24
Green,Melton,6,PHI,2023-24
Bamba,Lofton Jr.,4,PHI,2023-24
Lofton Jr.,Springer,4,PHI,2023-24
Batum,Korkmaz,18,PHI,2023-24
Council IV,House Jr.,7,PHI,2023-24
Council IV,Morris Sr.,3,PHI,2023-24
Maxey,Smith,3,PHI,2023-24
Embiid,Reed,5,PHI,2023-24
Payne,Wilson,8,PHI,2023-24
Reed,Wilson,2,PHI,2023-24
Martin,Wilson,6,PHI,2023-24
Lowry,Wilson,4,PHI,2023-24
Bazley,Maxey,2,PHI,2023-24
House Jr.,Smith,4,PHI,2023-24
Reed,Tucker,4,PHI,2023-24
Beverley,Tucker,4,PHI,2023-24
Korkmaz,Petrusev,3,PHI,2023-24
House Jr.,Petrusev,3,PHI,2023-24
Bamba,Petrusev,2,PHI,2023-24
Petrusev,Springer,3,PHI,2023-24
Petrusev,Reed,1,PHI,2023-24
Batum,Smith,1,PHI,2023-24
Council IV,Embiid,1,PHI,2023-24
Carter Jr.,Wagner,1108,ORL,2023-24
Carter Jr.,Suggs,1000,ORL,2023-24
Banchero,Carter Jr.,1231,ORL,2023-24
Carter Jr.,Harris,584,ORL,2023-24
Suggs,Wagner,1652,ORL,2023-24
Banchero,Wagner,2332,ORL,2023-24
Harris,Wagner,1277,ORL,2023-24
Banchero,Suggs,1913,ORL,2023-24
Harris,Suggs,575,ORL,2023-24
Banchero,Harris,959,ORL,2023-24
Carter Jr.,Fultz,514,ORL,2023-24
Fultz,Wagner,701,ORL,2023-24
Fultz,Suggs,489,ORL,2023-24
Banchero,Fultz,650,ORL,2023-24
Bitadze,Wagner,538,ORL,2023-24
Bitadze,Suggs,654,ORL,2023-24
Banchero,Bitadze,834,ORL,2023-24
Bitadze,Black,544,ORL,2023-24
Black,Wagner,960,ORL,2023-24
Black,Suggs,510,ORL,2023-24
Banchero,Black,793,ORL,2023-24
Isaac,Wagner,1034,ORL,2023-24
Anthony,Isaac,715,ORL,2023-24
Harris,Isaac,305,ORL,2023-24
Ingles,Isaac,495,ORL,2023-24
Anthony,Wagner,2062,ORL,2023-24
Ingles,Wagner,1124,ORL,2023-24
Anthony,Harris,529,ORL,2023-24
Anthony,Ingles,882,ORL,2023-24
Harris,Ingles,333,ORL,2023-24
Bitadze,Okeke,217,ORL,2023-24
Bitadze,Houstan,264,ORL,2023-24
Okeke,Suggs,182,ORL,2023-24
Banchero,Okeke,215,ORL,2023-24
Houstan,Okeke,296,ORL,2023-24
Houstan,Suggs,310,ORL,2023-24
Banchero,Houstan,488,ORL,2023-24
Black,Isaac,189,ORL,2023-24
Anthony,Black,362,ORL,2023-24
Black,Ingles,254,ORL,2023-24
Wagner,Wagner,672,ORL,2023-24
Fultz,Isaac,207,ORL,2023-24
Anthony,Fultz,371,ORL,2023-24
Fultz,Ingles,328,ORL,2023-24
Black,Carter Jr.,265,ORL,2023-24
Bitadze,Harris,212,ORL,2023-24
Black,Harris,168,ORL,2023-24
Fultz,Harris,117,ORL,2023-24
Isaac,Suggs,183,ORL,2023-24
Banchero,Isaac,290,ORL,2023-24
Carter Jr.,Houstan,190,ORL,2023-24
Houstan,Wagner,571,ORL,2023-24
Bitadze,Ingles,135,ORL,2023-24
Ingles,Suggs,246,ORL,2023-24
Banchero,Ingles,517,ORL,2023-24
Anthony,Suggs,332,ORL,2023-24
Anthony,Banchero,886,ORL,2023-24
Anthony,Carter Jr.,342,ORL,2023-24
Anthony,Bitadze,213,ORL,2023-24
Carter Jr.,Isaac,118,ORL,2023-24
Carter Jr.,Ingles,218,ORL,2023-24
Anthony,Houstan,376,ORL,2023-24
Houstan,Ingles,121,ORL,2023-24
Okeke,Wagner,180,ORL,2023-24
Anthony,Okeke,148,ORL,2023-24
Fultz,Houstan,77,ORL,2023-24
Houstan,Isaac,69,ORL,2023-24
Harris,Houstan,119,ORL,2023-24
Bitadze,Schofield,37,ORL,2023-24
Okeke,Schofield,83,ORL,2023-24
Black,Okeke,163,ORL,2023-24
Houstan,Schofield,56,ORL,2023-24
Black,Schofield,70,ORL,2023-24
Black,Houstan,200,ORL,2023-24
Howard,Okeke,57,ORL,2023-24
Howard,Schofield,30,ORL,2023-24
Houstan,Howard,42,ORL,2023-24
Black,Howard,55,ORL,2023-24
Bitadze,Howard,27,ORL,2023-24
Bitadze,Carter Jr.,17,ORL,2023-24
Bitadze,Fultz,61,ORL,2023-24
Anthony,Schofield,19,ORL,2023-24
Isaac,Queen,17,ORL,2023-24
Queen,Wagner,93,ORL,2023-24
Anthony,Queen,52,ORL,2023-24
Black,Queen,72,ORL,2023-24
Black,Fultz,43,ORL,2023-24
Queen,Suggs,47,ORL,2023-24
Banchero,Queen,87,ORL,2023-24
Bitadze,Isaac,28,ORL,2023-24
Okeke,Queen,79,ORL,2023-24
Fultz,Okeke,43,ORL,2023-24
Fultz,Schofield,7,ORL,2023-24
Houstan,Queen,69,ORL,2023-24
Bitadze,Queen,43,ORL,2023-24
Ingles,Okeke,25,ORL,2023-24
Fultz,Queen,16,ORL,2023-24
Schofield,Wagner,6,ORL,2023-24
Queen,Schofield,21,ORL,2023-24
Carter Jr.,Okeke,31,ORL,2023-24
Ingles,Queen,14,ORL,2023-24
Carter Jr.,Queen,14,ORL,2023-24
Howard,Queen,14,ORL,2023-24
Howard,Wagner,14,ORL,2023-24
Harris,Queen,10,ORL,2023-24
Harris,Howard,6,ORL,2023-24
Schofield,Suggs,3,ORL,2023-24
Harris,Okeke,3,ORL,2023-24
Harris,Schofield,3,ORL,2023-24
Anthony,Howard,7,ORL,2023-24
Howard,Suggs,4,ORL,2023-24
Banchero,Howard,4,ORL,2023-24
Banchero,Schofield,1,ORL,2023-24
Isaac,Okeke,2,ORL,2023-24
Dort,Gilgeous-Alexander,1806,OKC,2023-24
Giddey,Gilgeous-Alexander,1348,OKC,2023-24
Gilgeous-Alexander,Holmgren,1629,OKC,2023-24
Gilgeous-Alexander,Williams,2461,OKC,2023-24
Dort,Giddey,1423,OKC,2023-24
Dort,Holmgren,1593,OKC,2023-24
Dort,Williams,2178,OKC,2023-24
Giddey,Holmgren,1469,OKC,2023-24
Giddey,Williams,1970,OKC,2023-24
Holmgren,Williams,2183,OKC,2023-24
Gilgeous-Alexander,Joe,1073,OKC,2023-24
Dort,Joe,677,OKC,2023-24
Holmgren,Joe,605,OKC,2023-24
Joe,Williams,1392,OKC,2023-24
Giddey,Wiggins,441,OKC,2023-24
Giddey,Wallace,623,OKC,2023-24
Holmgren,Wiggins,646,OKC,2023-24
Wiggins,Williams,1207,OKC,2023-24
Wallace,Wiggins,631,OKC,2023-24
Holmgren,Wallace,840,OKC,2023-24
Wallace,Williams,1712,OKC,2023-24
Gilgeous-Alexander,Wallace,849,OKC,2023-24
Micic,Wiggins,185,OKC,2023-24
Holmgren,Micic,209,OKC,2023-24
Micic,Williams,412,OKC,2023-24
Micic,Wallace,208,OKC,2023-24
Dort,Wallace,396,OKC,2023-24
Williams,Williams,829,OKC,2023-24
Joe,Wallace,694,OKC,2023-24
Gilgeous-Alexander,Wiggins,394,OKC,2023-24
Joe,Wiggins,366,OKC,2023-24
Giddey,Joe,286,OKC,2023-24
Dort,Wiggins,387,OKC,2023-24
Gilgeous-Alexander,Hayward,202,OKC,2023-24
Hayward,Williams,385,OKC,2023-24
Hayward,Joe,209,OKC,2023-24
Hayward,Wallace,184,OKC,2023-24
Dieng,Giddey,69,OKC,2023-24
Dieng,Holmgren,110,OKC,2023-24
Dieng,Williams,279,OKC,2023-24
Dieng,Wallace,179,OKC,2023-24
Hayward,Wiggins,149,OKC,2023-24
Hayward,Holmgren,194,OKC,2023-24
Dort,Hayward,176,OKC,2023-24
Giddey,Hayward,120,OKC,2023-24
Dort,Micic,71,OKC,2023-24
Dieng,Gilgeous-Alexander,141,OKC,2023-24
Dieng,Joe,121,OKC,2023-24
Joe,Micic,76,OKC,2023-24
Gilgeous-Alexander,Waters III,38,OKC,2023-24
Joe,Waters III,50,OKC,2023-24
Waters III,Williams,184,OKC,2023-24
Wallace,Waters III,110,OKC,2023-24
Dieng,Dort,64,OKC,2023-24
Biyombo,Williams,32,OKC,2023-24
Muscala,Williams,56,OKC,2023-24
Dieng,Waters III,75,OKC,2023-24
Biyombo,Waters III,43,OKC,2023-24
Muscala,Waters III,56,OKC,2023-24
Biyombo,Dieng,28,OKC,2023-24
Dieng,Muscala,23,OKC,2023-24
Biyombo,Muscala,34,OKC,2023-24
Mann,Waters III,46,OKC,2023-24
Johnson,Waters III,28,OKC,2023-24
Mann,Williams,105,OKC,2023-24
Dieng,Mann,52,OKC,2023-24
Johnson,Mann,24,OKC,2023-24
Johnson,Williams,45,OKC,2023-24
Dieng,Johnson,33,OKC,2023-24
Giddey,Micic,51,OKC,2023-24
Dieng,Wiggins,101,OKC,2023-24
Waters III,Wiggins,126,OKC,2023-24
Flagler,Waters III,9,OKC,2023-24
Flagler,Wiggins,15,OKC,2023-24
Biyombo,Wiggins,45,OKC,2023-24
Muscala,Wiggins,40,OKC,2023-24
Biyombo,Flagler,15,OKC,2023-24
Flagler,Muscala,9,OKC,2023-24
Holmgren,Waters III,66,OKC,2023-24
Micic,Waters III,33,OKC,2023-24
Giddey,Waters III,51,OKC,2023-24
Giddey,Muscala,31,OKC,2023-24
Muscala,Wallace,40,OKC,2023-24
Giddey,Sarr,23,OKC,2023-24
Sarr,Williams,20,OKC,2023-24
Dieng,Sarr,48,OKC,2023-24
Sarr,Wallace,42,OKC,2023-24
Pokusevski,Waters III,42,OKC,2023-24
Pokusevski,Sarr,29,OKC,2023-24
Dieng,Pokusevski,35,OKC,2023-24
Johnson,Pokusevski,18,OKC,2023-24
Sarr,Waters III,43,OKC,2023-24
Johnson,Sarr,18,OKC,2023-24
Mann,Pokusevski,38,OKC,2023-24
Bertans,Pokusevski,22,OKC,2023-24
Bertans,Waters III,17,OKC,2023-24
Bertans,Mann,17,OKC,2023-24
Bertans,Dieng,12,OKC,2023-24
Biyombo,Wallace,27,OKC,2023-24
Gilgeous-Alexander,Micic,39,OKC,2023-24
Gilgeous-Alexander,Mann,18,OKC,2023-24
Joe,Mann,21,OKC,2023-24
Mann,Wallace,46,OKC,2023-24
Johnson,Wallace,20,OKC,2023-24
Pokusevski,Wallace,26,OKC,2023-24
Mann,Sarr,22,OKC,2023-24
Bertans,Sarr,17,OKC,2023-24
Giddey,Mann,12,OKC,2023-24
Mann,Wiggins,36,OKC,2023-24
Holmgren,Mann,19,OKC,2023-24
Gilgeous-Alexander,Johnson,12,OKC,2023-24
Dort,Johnson,7,OKC,2023-24
Bertans,Gilgeous-Alexander,52,OKC,2023-24
Bertans,Dort,26,OKC,2023-24
Bertans,Joe,45,OKC,2023-24
Bertans,Williams,57,OKC,2023-24
Hayward,Waters III,31,OKC,2023-24
Dieng,Micic,66,OKC,2023-24
Dort,Waters III,36,OKC,2023-24
Joe,Muscala,18,OKC,2023-24
Hayward,Muscala,31,OKC,2023-24
Gilgeous-Alexander,Sarr,28,OKC,2023-24
Dort,Sarr,18,OKC,2023-24
Joe,Sarr,30,OKC,2023-24
Bertans,Giddey,11,OKC,2023-24
Bertans,Wiggins,18,OKC,2023-24
Pokusevski,Wiggins,13,OKC,2023-24
Johnson,Wiggins,21,OKC,2023-24
Bertans,Wallace,25,OKC,2023-24
Bertans,Johnson,8,OKC,2023-24
Pokusevski,Williams,8,OKC,2023-24
Biyombo,Gilgeous-Alexander,14,OKC,2023-24
Biyombo,Joe,11,OKC,2023-24
Biyombo,Hayward,28,OKC,2023-24
Mann,Micic,28,OKC,2023-24
Sarr,Wiggins,23,OKC,2023-24
Micic,Sarr,15,OKC,2023-24
Bertans,Holmgren,25,OKC,2023-24
Muscala,Sarr,8,OKC,2023-24
Gilgeous-Alexander,Muscala,9,OKC,2023-24
Dort,Muscala,13,OKC,2023-24
Flagler,Wallace,4,OKC,2023-24
Flagler,Johnson,6,OKC,2023-24
Biyombo,Johnson,7,OKC,2023-24
Hayward,Sarr,4,OKC,2023-24
Biyombo,Dort,9,OKC,2023-24
Biyombo,Giddey,7,OKC,2023-24
Dieng,Hayward,12,OKC,2023-24
Giddey,Johnson,3,OKC,2023-24
Joe,Johnson,5,OKC,2023-24
Micic,Pokusevski,11,OKC,2023-24
Gilgeous-Alexander,Pokusevski,3,OKC,2023-24
Giddey,Pokusevski,2,OKC,2023-24
Hayward,Johnson,5,OKC,2023-24
Johnson,Micic,4,OKC,2023-24
Joe,Pokusevski,5,OKC,2023-24
Flagler,Hayward,2,OKC,2023-24
Bertans,Micic,4,OKC,2023-24
Brunson,Robinson,706,NYK,2023-24
Barrett,Brunson,548,NYK,2023-24
Brunson,Grimes,578,NYK,2023-24
Brunson,Randle,1365,NYK,2023-24
Barrett,Robinson,303,NYK,2023-24
Grimes,Robinson,366,NYK,2023-24
Randle,Robinson,571,NYK,2023-24
Barrett,Grimes,335,NYK,2023-24
Barrett,Randle,514,NYK,2023-24
Grimes,Randle,555,NYK,2023-24
Hart,Hartenstein,1360,NYK,2023-24
Brunson,Hartenstein,1336,NYK,2023-24
DiVincenzo,Hartenstein,1331,NYK,2023-24
Achiuwa,Hartenstein,340,NYK,2023-24
Brunson,Hart,1764,NYK,2023-24
DiVincenzo,Hart,1602,NYK,2023-24
Achiuwa,Hart,911,NYK,2023-24
Brunson,DiVincenzo,1711,NYK,2023-24
Achiuwa,Brunson,698,NYK,2023-24
Achiuwa,DiVincenzo,751,NYK,2023-24
Anunoby,Hartenstein,516,NYK,2023-24
Anunoby,Brunson,636,NYK,2023-24
Anunoby,DiVincenzo,529,NYK,2023-24
Anunoby,Randle,348,NYK,2023-24
Hartenstein,Randle,782,NYK,2023-24
DiVincenzo,Randle,786,NYK,2023-24
Hartenstein,McBride,558,NYK,2023-24
Hart,McBride,992,NYK,2023-24
Brunson,McBride,473,NYK,2023-24
DiVincenzo,McBride,800,NYK,2023-24
Anunoby,Hart,446,NYK,2023-24
Barrett,Hartenstein,346,NYK,2023-24
Hartenstein,Quickley,485,NYK,2023-24
Barrett,Hart,271,NYK,2023-24
Hart,Quickley,599,NYK,2023-24
Barrett,DiVincenzo,352,NYK,2023-24
DiVincenzo,Quickley,308,NYK,2023-24
Barrett,Quickley,264,NYK,2023-24
Hart,Robinson,410,NYK,2023-24
Grimes,Hart,556,NYK,2023-24
Hart,Randle,753,NYK,2023-24
Brunson,Quickley,377,NYK,2023-24
Quickley,Randle,389,NYK,2023-24
Achiuwa,McBride,617,NYK,2023-24
Hart,Sims,339,NYK,2023-24
Brunson,Sims,319,NYK,2023-24
DiVincenzo,Sims,373,NYK,2023-24
Achiuwa,Sims,244,NYK,2023-24
Quickley,Robinson,158,NYK,2023-24
Barrett,Sims,63,NYK,2023-24
Randle,Sims,117,NYK,2023-24
DiVincenzo,Robinson,300,NYK,2023-24
Bogdanovic,Hart,374,NYK,2023-24
Bogdanovic,DiVincenzo,303,NYK,2023-24
Achiuwa,Bogdanovic,304,NYK,2023-24
Bogdanovic,McBride,379,NYK,2023-24
Burks,Hart,211,NYK,2023-24
Achiuwa,Burks,176,NYK,2023-24
Burks,McBride,184,NYK,2023-24
Bogdanovic,Burks,244,NYK,2023-24
Anunoby,Grimes,158,NYK,2023-24
Achiuwa,Anunoby,200,NYK,2023-24
Anunoby,McBride,187,NYK,2023-24
Achiuwa,Grimes,194,NYK,2023-24
Grimes,McBride,193,NYK,2023-24
McBride,Robinson,102,NYK,2023-24
McBride,Sims,295,NYK,2023-24
Grimes,Hartenstein,260,NYK,2023-24
Grimes,Quickley,171,NYK,2023-24
Burks,Sims,121,NYK,2023-24
Bogdanovic,Sims,140,NYK,2023-24
McBride,Randle,161,NYK,2023-24
Anunoby,Sims,57,NYK,2023-24
Bogdanovic,Brunson,188,NYK,2023-24
Anunoby,Robinson,43,NYK,2023-24
Achiuwa,Randle,94,NYK,2023-24
Gibson,Hart,128,NYK,2023-24
Barrett,Gibson,44,NYK,2023-24
Gibson,Grimes,45,NYK,2023-24
Gibson,Quickley,58,NYK,2023-24
Bogdanovic,Hartenstein,156,NYK,2023-24
Brunson,Burks,110,NYK,2023-24
Burks,Hartenstein,70,NYK,2023-24
DiVincenzo,Grimes,90,NYK,2023-24
Grimes,Sims,74,NYK,2023-24
Bogdanovic,Robinson,67,NYK,2023-24
Brunson,Gibson,75,NYK,2023-24
Gibson,Randle,52,NYK,2023-24
DiVincenzo,Gibson,72,NYK,2023-24
Achiuwa,Gibson,47,NYK,2023-24
Anunoby,Flynn,16,NYK,2023-24
Flynn,Hart,44,NYK,2023-24
Flynn,Grimes,25,NYK,2023-24
Achiuwa,Flynn,37,NYK,2023-24
Burks,DiVincenzo,75,NYK,2023-24
McBride,Quickley,38,NYK,2023-24
Barrett,McBride,20,NYK,2023-24
Gibson,McBride,64,NYK,2023-24
Diakite,Milton,9,NYK,2023-24
Jeffries,Milton,12,NYK,2023-24
Achiuwa,Milton,18,NYK,2023-24
Milton,Sims,16,NYK,2023-24
Diakite,Jeffries,9,NYK,2023-24
Achiuwa,Diakite,8,NYK,2023-24
Diakite,Sims,9,NYK,2023-24
Achiuwa,Jeffries,11,NYK,2023-24
Jeffries,Sims,41,NYK,2023-24
Achiuwa,Arcidiacono,17,NYK,2023-24
Arcidiacono,Flynn,16,NYK,2023-24
Arcidiacono,McBride,45,NYK,2023-24
Arcidiacono,Sims,38,NYK,2023-24
Flynn,McBride,39,NYK,2023-24
Flynn,Sims,23,NYK,2023-24
Anunoby,Burks,18,NYK,2023-24
Anunoby,Bogdanovic,54,NYK,2023-24
Fournier,Hartenstein,19,NYK,2023-24
Fournier,Hart,22,NYK,2023-24
Fournier,Quickley,15,NYK,2023-24
Fournier,McBride,28,NYK,2023-24
Achiuwa,Robinson,28,NYK,2023-24
Flynn,Hartenstein,15,NYK,2023-24
Brown Jr.,DiVincenzo,18,NYK,2023-24
Achiuwa,Brown Jr.,25,NYK,2023-24
Brown Jr.,McBride,35,NYK,2023-24
Brown Jr.,Gibson,15,NYK,2023-24
Hart,Toppin,14,NYK,2023-24
DiVincenzo,Toppin,11,NYK,2023-24
Achiuwa,Toppin,19,NYK,2023-24
McBride,Toppin,35,NYK,2023-24
Burks,Robinson,13,NYK,2023-24
Gibson,Sims,13,NYK,2023-24
Arcidiacono,Grimes,20,NYK,2023-24
Brown Jr.,Sims,13,NYK,2023-24
Brown Jr.,Toppin,13,NYK,2023-24
Sims,Toppin,19,NYK,2023-24
DiVincenzo,Flynn,11,NYK,2023-24
Flynn,Gibson,8,NYK,2023-24
Fournier,Randle,17,NYK,2023-24
McBride,Milton,14,NYK,2023-24
Burks,Milton,4,NYK,2023-24
Bogdanovic,Milton,14,NYK,2023-24
Brown Jr.,Hart,14,NYK,2023-24
Fournier,Gibson,15,NYK,2023-24
Arcidiacono,Jeffries,18,NYK,2023-24
Arcidiacono,Gibson,4,NYK,2023-24
Jeffries,McBride,38,NYK,2023-24
Gibson,Jeffries,8,NYK,2023-24
Hartenstein,Toppin,4,NYK,2023-24
Anunoby,Fournier,4,NYK,2023-24
Fournier,Grimes,6,NYK,2023-24
Achiuwa,Fournier,5,NYK,2023-24
Brunson,Fournier,16,NYK,2023-24
DiVincenzo,Fournier,9,NYK,2023-24
Grimes,Jeffries,15,NYK,2023-24
Arcidiacono,Windler,4,NYK,2023-24
Jeffries,Windler,8,NYK,2023-24
McBride,Windler,8,NYK,2023-24
Sims,Windler,8,NYK,2023-24
Burks,Toppin,7,NYK,2023-24
Gibson,Toppin,5,NYK,2023-24
Burks,Gibson,7,NYK,2023-24
Grimes,Windler,3,NYK,2023-24
Quickley,Sims,5,NYK,2023-24
Brunson,Toppin,4,NYK,2023-24
Hart,Milton,7,NYK,2023-24
Brunson,Milton,4,NYK,2023-24
Milton,Robinson,3,NYK,2023-24
Brown Jr.,Hartenstein,5,NYK,2023-24
Arcidiacono,DiVincenzo,5,NYK,2023-24
DiVincenzo,Jeffries,7,NYK,2023-24
Brown Jr.,Jeffries,3,NYK,2023-24
Jeffries,Toppin,4,NYK,2023-24
Arcidiacono,Brown Jr.,6,NYK,2023-24
Arcidiacono,Toppin,3,NYK,2023-24
Flynn,Randle,8,NYK,2023-24
Arcidiacono,Hart,4,NYK,2023-24
Hart,Jeffries,7,NYK,2023-24
Hartenstein,Milton,5,NYK,2023-24
